Pet Species,Breed,Past Diagnosis,Symptoms,Treatment,Future Disease
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Difficulty Breathing,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Coughing,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Heart Murmur,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,Pacemaker,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Heart Murmur,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,Beta-blockers,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Collapse,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,Pacemaker,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Heart Murmur,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Coughing,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Difficulty Breathing,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Heart Murmur,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,Pacemaker,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Difficulty Breathing,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Collapse,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Collapse,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,Beta-blockers,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,Pacemaker,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Exercise Intolerance,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,Beta-blockers,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,Pacemaker,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,Beta-blockers,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Heart Murmur,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Dizziness,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Hypoglycemia,Tremors,Glucose Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Inherited EIC Trait,Loss of Muscle Control,Exercise Restriction,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Heat Stress,Panting,Hydration,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Electrolyte Imbalance,Muscle Twitching,Electrolyte Supplementation,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Cardiac Arrhythmia,Irregular Heartbeat,Medication,Exercise-Induced Collapse (EIC)
Dog,Labrador Retriever,Chronic Eye Irritation,Swollen eyelids,Antibiotic eye drops,Entropion
Dog,Labrador Retriever,Chronic Eye Irritation,Discharge from eyes,Anti-inflammatory medications,Entropion
